Ranka,Country,ptsa,Year
63,China,0.014705882,2019
64,Cuba,0.014705882,2019
65,Egypt,0.014705882,2019
66,FR Yugoslavia,0.014705882,2019
67,Haiti,0.014705882,2019
68,Iceland,0.014705882,2019
69,Iran,0.014705882,2019
70,Jamaica,0.014705882,2019
71,Norway,0.014705882,2019
72,Panama,0.014705882,2019
73,Republic of Ireland,0.014705882,2019
74,Serbia and Montenegro,0.014705882,2019
75,Ukraine,0.014705882,2019
76,United Arab Emirates,0.014705882,2019
77,Wales,0.014705882,2019
1,Brazil,1,2020
2,Germany,0.897058824,2020
3,Argentina,0.720588235,2020
4,Italy,0.617647059,2020
5,France,0.397058824,2020
6,England,0.367647059,2020
7,Spain,0.352941176,2020
8,Sweden,0.352941176,2020
9,Uruguay,0.352941176,2020
10,Belgium,0.279411765,2020
11,Netherlands,0.279411765,2020
12,Hungary,0.235294118,2020
13,Portugal,0.235294118,2020
14,Soviet Union,0.235294118,2020
15,Poland,0.220588235,2020
16,Austria,0.191176471,2020
17,South Korea,0.191176471,2020
18,United States,0.191176471,2020
19,Yugoslavia,0.191176471,2020
20,Chile,0.161764706,2020
21,Mexico,0.161764706,2020
22,Cameroon,0.147058824,2020
23,Czechoslovakia,0.147058824,2020
24,Nigeria,0.132352941,2020
25,Switzerland,0.132352941,2020
26,Japan,0.117647059,2020
27,Colombia,0.102941176,2020
28,Romania,0.102941176,2020
29,Saudi Arabia,0.102941176,2020
30,Australia,0.088235294,2020
31,Denmark,0.088235294,2020
32,Peru,0.088235294,2020
33,Paraguay,0.073529412,2020
34,Algeria,0.058823529,2020
35,Bulgaria,0.058823529,2020
36,Costa Rica,0.058823529,2020
37,Croatia,0.058823529,2020
38,Greece,0.058823529,2020
39,Honduras,0.058823529,2020
40,Northern Ireland,0.058823529,2020
41,Russia,0.058823529,2020
42,Scotland,0.058823529,2020
43,Ecuador,0.044117647,2020
44,Ghana,0.044117647,2020
45,Morocco,0.044117647,2020
46,Serbia,0.044117647,2020
47,South Africa,0.044117647,2020
48,Tunisia,0.044117647,2020
49,Czech Republic,0.029411765,2020
50,Iraq,0.029411765,2020
51,Ivory Coast,0.029411765,2020
52,North Korea,0.029411765,2020
53,Senegal,0.029411765,2020
54,Slovakia,0.029411765,2020
55,Slovenia,0.029411765,2020
56,Togo,0.029411765,2020
57,Turkey,0.029411765,2020
58,Congo DR,0.029411765,2020
59,Angola,0.014705882,2020
60,Bolivia,0.014705882,2020
61,Bosnia and Herzegovina,0.014705882,2020
62,Canada,0.014705882,2020
63,China,0.014705882,2020
64,Cuba,0.014705882,2020
65,Egypt,0.014705882,2020
66,FR Yugoslavia,0.014705882,2020
67,Haiti,0.014705882,2020
68,Iceland,0.014705882,2020
69,Iran,0.014705882,2020
70,Jamaica,0.014705882,2020
71,Norway,0.014705882,2020
72,Panama,0.014705882,2020
73,Republic of Ireland,0.014705882,2020
74,Serbia and Montenegro,0.014705882,2020
75,Ukraine,0.014705882,2020
76,United Arab Emirates,0.014705882,2020
77,Wales,0.014705882,2020
1,Brazil,1,2021
2,Germany,0.897058824,2021
3,Argentina,0.720588235,2021
4,Italy,0.617647059,2021
5,France,0.397058824,2021
6,England,0.367647059,2021
7,Spain,0.352941176,2021
8,Sweden,0.352941176,2021
9,Uruguay,0.352941176,2021
10,Belgium,0.279411765,2021
11,Netherlands,0.279411765,2021
12,Hungary,0.235294118,2021
13,Portugal,0.235294118,2021
14,Soviet Union,0.235294118,2021
15,Poland,0.220588235,2021
16,Austria,0.191176471,2021
17,South Korea,0.191176471,2021
18,United States,0.191176471,2021
19,Yugoslavia,0.191176471,2021
20,Chile,0.161764706,2021
21,Mexico,0.161764706,2021
22,Cameroon,0.147058824,2021
23,Czechoslovakia,0.147058824,2021
24,Nigeria,0.132352941,2021
25,Switzerland,0.132352941,2021
26,Japan,0.117647059,2021
27,Colombia,0.102941176,2021
28,Romania,0.102941176,2021
29,Saudi Arabia,0.102941176,2021
30,Australia,0.088235294,2021
31,Denmark,0.088235294,2021
32,Peru,0.088235294,2021
33,Paraguay,0.073529412,2021
34,Algeria,0.058823529,2021
35,Bulgaria,0.058823529,2021
36,Costa Rica,0.058823529,2021
37,Croatia,0.058823529,2021
38,Greece,0.058823529,2021
39,Honduras,0.058823529,2021
40,Northern Ireland,0.058823529,2021
41,Russia,0.058823529,2021
42,Scotland,0.058823529,2021
43,Ecuador,0.044117647,2021
44,Ghana,0.044117647,2021
45,Morocco,0.044117647,2021
46,Serbia,0.044117647,2021
47,South Africa,0.044117647,2021
48,Tunisia,0.044117647,2021
49,Czech Republic,0.029411765,2021
50,Iraq,0.029411765,2021
51,Ivory Coast,0.029411765,2021
52,North Korea,0.029411765,2021
53,Senegal,0.029411765,2021
54,Slovakia,0.029411765,2021
55,Slovenia,0.029411765,2021
56,Togo,0.029411765,2021
57,Turkey,0.029411765,2021
58,Congo DR,0.029411765,2021
59,Angola,0.014705882,2021
60,Bolivia,0.014705882,2021
61,Bosnia and Herzegovina,0.014705882,2021
62,Canada,0.014705882,2021
63,China,0.014705882,2021
64,Cuba,0.014705882,2021
65,Egypt,0.014705882,2021
66,FR Yugoslavia,0.014705882,2021
67,Haiti,0.014705882,2021
68,Iceland,0.014705882,2021
69,Iran,0.014705882,2021
70,Jamaica,0.014705882,2021
71,Norway,0.014705882,2021
72,Panama,0.014705882,2021
73,Republic of Ireland,0.014705882,2021
74,Serbia and Montenegro,0.014705882,2021
75,Ukraine,0.014705882,2021
76,United Arab Emirates,0.014705882,2021
77,Wales,0.014705882,2021
1,Brazil,1,2022
2,Germany,0.897058824,2022
3,Argentina,0.720588235,2022
4,Italy,0.617647059,2022
5,France,0.397058824,2022
6,England,0.367647059,2022
7,Spain,0.352941176,2022
8,Sweden,0.352941176,2022
9,Uruguay,0.352941176,2022
10,Belgium,0.279411765,2022
11,Netherlands,0.279411765,2022
12,Hungary,0.235294118,2022
13,Portugal,0.235294118,2022
14,Soviet Union,0.235294118,2022
15,Poland,0.220588235,2022
16,Austria,0.191176471,2022
17,South Korea,0.191176471,2022
18,United States,0.191176471,2022
19,Yugoslavia,0.191176471,2022
20,Chile,0.161764706,2022
21,Mexico,0.161764706,2022
22,Cameroon,0.147058824,2022
23,Czechoslovakia,0.147058824,2022
24,Nigeria,0.132352941,2022
25,Switzerland,0.132352941,2022
26,Japan,0.117647059,2022
27,Colombia,0.102941176,2022
28,Romania,0.102941176,2022
29,Saudi Arabia,0.102941176,2022
30,Australia,0.088235294,2022
31,Denmark,0.088235294,2022
32,Peru,0.088235294,2022
33,Paraguay,0.073529412,2022
34,Algeria,0.058823529,2022
35,Bulgaria,0.058823529,2022
36,Costa Rica,0.058823529,2022
37,Croatia,0.058823529,2022
38,Greece,0.058823529,2022
39,Honduras,0.058823529,2022
40,Northern Ireland,0.058823529,2022
41,Russia,0.058823529,2022
42,Scotland,0.058823529,2022
43,Ecuador,0.044117647,2022
44,Ghana,0.044117647,2022
45,Morocco,0.044117647,2022
46,Serbia,0.044117647,2022
47,South Africa,0.044117647,2022
48,Tunisia,0.044117647,2022
49,Czech Republic,0.029411765,2022
50,Iraq,0.029411765,2022
51,Ivory Coast,0.029411765,2022
52,North Korea,0.029411765,2022
53,Senegal,0.029411765,2022
54,Slovakia,0.029411765,2022
55,Slovenia,0.029411765,2022
56,Togo,0.029411765,2022
57,Turkey,0.029411765,2022
58,Congo DR,0.029411765,2022
59,Angola,0.014705882,2022
60,Bolivia,0.014705882,2022
61,Bosnia and Herzegovina,0.014705882,2022
62,Canada,0.014705882,2022
63,China,0.014705882,2022
64,Cuba,0.014705882,2022
65,Egypt,0.014705882,2022
66,FR Yugoslavia,0.014705882,2022
67,Haiti,0.014705882,2022
68,Iceland,0.014705882,2022
69,Iran,0.014705882,2022
70,Jamaica,0.014705882,2022
71,Norway,0.014705882,2022
72,Panama,0.014705882,2022
73,Republic of Ireland,0.014705882,2022
74,Serbia and Montenegro,0.014705882,2022
75,Ukraine,0.014705882,2022
76,United Arab Emirates,0.014705882,2022
77,Wales,0.014705882,2022
